parcel_number,address,tokens,tags
510-0082-0498-00,3687 40 W GALBRAITH RD,3687|40|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0511-00,3687 J37 W GALBRAITH RD,3687|J37|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0512-00,3687 J38 W GALBRAITH RD,3687|J38|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0514-00,3687 J40 W GALBRAITH RD,3687|J40|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0483-00,3691 41 W GALBRAITH RD,3691|41|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0484-00,3691 42 W GALBRAITH RD,3691|42|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0485-00,3691 43 W GALBRAITH RD,3691|43|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0486-00,3691 44 W GALBRAITH RD,3691|44|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0515-00,3691 K41 W GALBRAITH RD,3691|K41|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0516-00,3691 K42 W GALBRAITH RD,3691|K42|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0517-00,3691 K43 W GALBRAITH RD,3691|K43|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0518-00,3691 K44 W GALBRAITH RD,3691|K44|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0157-00,3692 WESTWOOD NORTHERN BV,3692|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0082-0487-00,3693 45 W GALBRAITH RD,3693|45|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0488-00,3693 46 W GALBRAITH RD,3693|46|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0489-00,3693 47 W GALBRAITH RD,3693|47|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0490-00,3693 48 W GALBRAITH RD,3693|48|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0519-00,3693 L45 W GALBRAITH RD,3693|L45|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0520-00,3693 L46 W GALBRAITH RD,3693|L46|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0521-00,3693 L47 W GALBRAITH RD,3693|L47|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0156-00,3698 WESTWOOD NORTHERN BV,3698|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
571-0008-0016-00,37 2 E MAIN ST,37|2|E|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
571-0008-0017-00,37 6 E MAIN ST,37|6|E|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0467-00,3701 49 W GALBRAITH RD,3701|49|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0468-00,3701 50 W GALBRAITH RD,3701|50|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0469-00,3701 51 W GALBRAITH RD,3701|51|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0470-00,3701 52 W GALBRAITH RD,3701|52|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0419-00,3701 T49 W GALBRAITH RD,3701|T49|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0420-00,3701 T50 W GALBRAITH RD,3701|T50|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0421-00,3701 T51 W GALBRAITH RD,3701|T51|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0422-00,3701 T52 W GALBRAITH RD,3701|T52|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0155-00,3702 WESTWOOD NORTHERN BV,3702|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0082-0471-00,3703 53 W GALBRAITH RD,3703|53|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0472-00,3703 54 W GALBRAITH RD,3703|54|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0473-00,3703 55 W GALBRAITH RD,3703|55|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0474-00,3703 56 W GALBRAITH RD,3703|56|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0423-00,3703 T53 W GALBRAITH RD,3703|T53|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0424-00,3703 T54 W GALBRAITH RD,3703|T54|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0425-00,3703 T55 W GALBRAITH RD,3703|T55|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0426-00,3703 T56 W GALBRAITH RD,3703|T56|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0475-00,3705 57 W GALBRAITH RD,3705|57|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0476-00,3705 58 W GALBRAITH RD,3705|58|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0477-00,3705 59 W GALBRAITH RD,3705|59|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0478-00,3705 60 W GALBRAITH RD,3705|60|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0427-00,3705 T57 W GALBRAITH RD,3705|T57|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0428-00,3705 T58 W GALBRAITH RD,3705|T58|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0429-00,3705 T59 W GALBRAITH RD,3705|T59|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0430-00,3705 T60 W GALBRAITH RD,3705|T60|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0154-00,3706 WESTWOOD NORTHERN BV,3706|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0082-0451-00,3707 61 W GALBRAITH RD,3707|61|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0452-00,3707 62 W GALBRAITH RD,3707|62|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0453-00,3707 63 W GALBRAITH RD,3707|63|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0459-00,3707 P61 W GALBRAITH RD,3707|P61|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0460-00,3707 P62 W GALBRAITH RD,3707|P62|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0461-00,3707 P63 W GALBRAITH RD,3707|P63|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0455-00,3709 65 W GALBRAITH RD,3709|65|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0456-00,3709 66 W GALBRAITH RD,3709|66|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0457-00,3709 67 W GALBRAITH RD,3709|67|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0458-00,3709 68 W GALBRAITH RD,3709|68|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0464-00,3709 Q66 W GALBRAITH RD,3709|Q66|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0465-00,3709 Q67 W GALBRAITH RD,3709|Q67|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0466-00,3709 Q68 W GALBRAITH RD,3709|Q68|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0153-00,3710 WESTWOOD NORTHERN BV,3710|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0082-0407-00,3711 69 W GALBRAITH RD,3711|69|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0408-00,3711 70 W GALBRAITH RD,3711|70|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0409-00,3711 71 W GALBRAITH RD,3711|71|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0410-00,3711 72 W GALBRAITH RD,3711|72|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0415-00,3711 R1 W GALBRAITH RD,3711|R1|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0416-00,3711 R2 W GALBRAITH RD,3711|R2|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0417-00,3711 R3 W GALBRAITH RD,3711|R3|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0418-00,3711 R4 W GALBRAITH RD,3711|R4|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0111-0316-00,3711 STONE CREEK BV,3711|STONE|CREEK|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
029-0002-0065-00,3712 3714 MEAD AVE,3712|3714|MEAD|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
510-0082-0411-00,3713 73 W GALBRAITH RD,3713|73|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0413-00,3713 75 W GALBRAITH RD,3713|75|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0414-00,3713 76 W GALBRAITH RD,3713|76|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0431-00,3713 T73 W GALBRAITH RD,3713|T73|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0432-00,3713 T74 W GALBRAITH RD,3713|T74|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0433-00,3713 T75 W GALBRAITH RD,3713|T75|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0434-00,3713 T76 W GALBRAITH RD,3713|T76|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
551-0012-0146-00,3714 WESTWOOD NORTHERN BV,3714|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0183-0800-00,3719 STONE CREEK BV,3719|STONE|CREEK|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0082-0379-00,3721 1 W GALBRAITH RD,3721|1|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0380-00,3721 2 W GALBRAITH RD,3721|2|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0381-00,3721 3 W GALBRAITH RD,3721|3|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0382-00,3721 4 W GALBRAITH RD,3721|4|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0383-00,3721 A-1 W GALBRAITH RD,3721|A-1|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0384-00,3721 A-2 W GALBRAITH RD,3721|A-2|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0385-00,3721 A-3 W GALBRAITH RD,3721|A-3|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0082-0386-00,3721 A-4 W GALBRAITH RD,3721|A-4|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
510-0183-0801-00,3725 STONE CREEK BV,3725|STONE|CREEK|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0073-00,3725 WESTWOOD NORTHERN BV,3725|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0183-0805-00,3731 STONE CREEK BV,3731|STONE|CREEK|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
510-0183-0806-00,3737 STONE CREEK BV,3737|STONE|CREEK|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
527-0020-0606-00,3740 1 WEST ST,3740|1|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0607-00,3740 2 WEST ST,3740|2|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0608-00,3740 3 WEST ST,3740|3|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0609-00,3740 4 WEST ST,3740|4|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0670-00,3750 2 WEST ST,3750|2|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
551-0013-0074-00,3755 WESTWOOD NORTHERN BV,3755|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
204-0018-0073-00,3763 3767 WESTMONT DR,3763|3767|WESTMONT|DR|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
570-0040-0002-00,3789 3803 SHADY LN,3789|3803|SHADY|LN|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
076-0002-0389-00,38 101C E COURT ST,38|101C|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
079-0006-0301-00,380 1A BAUM ST,380|1A|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0302-00,380 1B BAUM ST,380|1B|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0303-00,380 2A BAUM ST,380|2A|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0304-00,380 2B BAUM ST,380|2B|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0305-00,380 3A BAUM ST,380|3A|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0307-00,380 4A BAUM ST,380|4A|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0308-00,380 4B BAUM ST,380|4B|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0309-00,380 5A BAUM ST,380|5A|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
079-0006-0310-00,380 5B BAUM ST,380|5B|BAUM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
551-0013-0076-00,3811 WESTWOOD NORTHERN BV,3811|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0077-00,3831 WESTWOOD NORTHERN BV,3831|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0019-00,3851 WESTWOOD NORTHERN BV,3851|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0004-00,3852 WESTWOOD NORTHERN BV,3852|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0018-00,3861 WESTWOOD NORTHERN BV,3861|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0005-00,3862 WESTWOOD NORTHERN BV,3862|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0017-00,3871 WESTWOOD NORTHERN BV,3871|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0042-00,3874 WESTWOOD NORTHERN BV,3874|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0016-00,3877 WESTWOOD NORTHERN BV,3877|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0015-00,3885 WESTWOOD NORTHERN BV,3885|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0006-00,3886 WESTWOOD NORTHERN BV,3886|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0014-00,3895 WESTWOOD NORTHERN BV,3895|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
551-0013-0007-00,3896 WESTWOOD NORTHERN BV,3896|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
076-0002-0418-00,39 1 E COURT ST,39|1|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0419-00,39 2 E COURT ST,39|2|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0420-00,39 3 E COURT ST,39|3|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0421-00,39 4 E COURT ST,39|4|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0422-00,39 5 E COURT ST,39|5|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
527-0020-0618-00,3901 110 WEST ST,3901|110|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0628-00,3901 210 WEST ST,3901|210|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
527-0020-0638-00,3901 310 WEST ST,3901|310|WEST|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
040-0003-0061-00,3907 3909 MILLSBRAE AVE,3907|3909|MILLSBRAE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
651-0040-0063-00,3922 3924 BURWOOD AVE,3922|3924|BURWOOD|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
651-0041-0056-00,3938 3940 GROVE AVE,3938|3940|GROVE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
209-0005-0267-00,3986 3991 YEARLING CT,3986|3991|YEARLING|CT|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
244-0006-0056-00,399 101 W GALBRAITH RD,399|101|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0057-00,399 102 W GALBRAITH RD,399|102|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0058-00,399 103 W GALBRAITH RD,399|103|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0059-00,399 104 W GALBRAITH RD,399|104|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0060-00,399 105 W GALBRAITH RD,399|105|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0061-00,399 106 W GALBRAITH RD,399|106|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0062-00,399 107 W GALBRAITH RD,399|107|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0063-00,399 108 W GALBRAITH RD,399|108|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0064-00,399 109 W GALBRAITH RD,399|109|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0065-00,399 110 W GALBRAITH RD,399|110|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0066-00,399 111 W GALBRAITH RD,399|111|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0067-00,399 201 W GALBRAITH RD,399|201|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
244-0006-0068-00,399 202 W GALBRAITH RD,399|202|W|GALBRAITH|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
