parcel_number,address,tokens,tags,
550-0324-0214-00,8043 G6 OAKBRIDGE WY,8043|G6|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
077-0001-0195-00,808 1B ELM ST,808|1B|ELM|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
077-0001-0196-00,808 1C ELM ST,808|1C|ELM|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
077-0001-0198-00,808 2B ELM ST,808|2B|ELM|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
077-0001-0199-00,808 2C ELM ST,808|2C|ELM|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
244-0002-0009-00,8112 8114 MONON AVE,8112|8114|MONON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0071-0004-00,8129 8131 COLERAIN AVE,8129|8131|COLERAIN|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0071-0224-00,8142 8154 COLERAIN AVE,8142|8154|COLERAIN|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0811-00,820 G5 SOUTHMEADOW CR,820|G5|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0812-00,820 G6 SOUTHMEADOW CR,820|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0814-00,820 G8 SOUTHMEADOW CR,820|G8|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0071-0351-00,8209 8211 VINE ST,8209|8211|VINE|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0101-0003-00,8278 8282 WOOSTER PK,8278|8282|WOOSTER|PK|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0807-00,830 G1 SOUTHMEADOW CR,830|G1|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0808-00,830 G2 SOUTHMEADOW CR,830|G2|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0809-00,830 G3 SOUTHMEADOW CR,830|G3|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0810-00,830 G4 SOUTHMEADOW CR,830|G4|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0720-00,840 G6 SOUTHMEADOW CR,840|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0721-00,840 G7 SOUTHMEADOW CR,840|G7|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0097-00,8412 3 RIDGE POINTE CT,8412|3|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0098-00,8414 4 RIDGE POINTE CT,8414|4|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0102-00,8418 8 RIDGE POINTE CT,8418|8|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0103-00,8420 9 RIDGE POINTE CT,8420|9|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0096-00,8422 2 RIDGE POINTE CT,8422|2|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0095-00,8424 1 RIDGE POINTE CT,8424|1|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0100-00,8426 6 RIDGE POINTE CT,8426|6|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0101-00,8428 7 RIDGE POINTE CT,8428|7|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0019-0099-00,8430 5 RIDGE POINTE CT,8430|5|RIDGE|POINTE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0716-00,850 G2 SOUTHMEADOW CR,850|G2|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0717-00,850 G3 SOUTHMEADOW CR,850|G3|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0128-00,854 B1 RUE DE LA PAIX,854|B1|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0129-00,854 B2 RUE DE LA PAIX,854|B2|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0131-00,854 B4 RUE DE LA PAIX,854|B4|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0132-00,854 B5 RUE DE LA PAIX,854|B5|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0133-00,854 B6 RUE DE LA PAIX,854|B6|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0134-00,854 B7 RUE DE LA PAIX,854|B7|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0135-00,854 B8 RUE DE LA PAIX,854|B8|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0136-00,854 B9 RUE DE LA PAIX,854|B9|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0661-00,860 G5 SOUTHMEADOW CR,860|G5|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0663-00,860 G7 SOUTHMEADOW CR,860|G7|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0664-00,860 G8 SOUTHMEADOW CR,860|G8|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0223-0198-00,8601 8603 WINTON RD,8601|8603|WINTON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0223-0201-00,8601 8603 WINTON RD,8601|8603|WINTON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0660-00,870 G4 SOUTHMEADOW CR,870|G4|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0140-00,880 A1 RUE DE LA PAIX,880|A1|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0141-00,880 A2 RUE DE LA PAIX,880|A2|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0142-00,880 A3 RUE DE LA PAIX,880|A3|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0143-00,880 A4 RUE DE LA PAIX,880|A4|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0144-00,880 A5 RUE DE LA PAIX,880|A5|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0145-00,880 A6 RUE DE LA PAIX,880|A6|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0147-00,880 A8 RUE DE LA PAIX,880|A8|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0148-00,880 A9 RUE DE LA PAIX,880|A9|RUE|DE|LA|PAIX|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0230-0763-00,949 8B CROSSING POINTE,949|8B|CROSSING|POINTE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0230-0736-00,956 9A CROSSING POINTE,956|9A|CROSSING|POINTE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0090-0227-00,9750 3B TROON CT,9750|3B|TROON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0090-0229-00,9760 4B TROON CT,9760|4B|TROON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0120-0130-00,9916 9918 CARVER RD,9916|9918|CARVER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0009-0008-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0009-0061-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0010-0002-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0010-0037-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0010-0038-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
573-0010-0040-00,ABBEY HILL,ABBEY|HILL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0344-0117-00,ABELL CT,ABELL|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0154-00,ABIGAIL CT,ABIGAIL|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0392-00,ABIGAIL CT,ABIGAIL|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
085-0001-0279-00,ADAMS CROSSING,ADAMS|CROSSING|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
085-0001-0280-00,ADAMS CROSSING,ADAMS|CROSSING|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0084-00,AEROHUB BV,AEROHUB|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0085-00,AEROHUB BV,AEROHUB|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0086-00,AEROHUB BV,AEROHUB|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
044-0001-0119-00,ALPINE TE,ALPINE|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0032-0218-00,ALVERNOVALLEY CT,ALVERNOVALLEY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0073-0314-00,AMELIA COURT & CROSLEY MEADOW,AMELIA|COURT|&|CROSLEY|MEADOW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
051-0010-0191-00,ANIOTON CT,ANIOTON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0222-0228-00,ANNAMARIE CT,ANNAMARIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0212-0284-00,APPLEVALLEY CT,APPLEVALLEY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0180-1198-00,ARROWHEAD CT,ARROWHEAD|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
595-0003-0236-00,ASHMORE CT,ASHMORE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
595-0003-0251-00,ASHMORE CT,ASHMORE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
595-0003-0252-00,ASHMORE CT,ASHMORE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
195-0031-0272-00,BADGELEY CR,BADGELEY|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0198-00,BALDRIDGE CT,BALDRIDGE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0341-0521-00,BAYTREE CT,BAYTREE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0151-0154-00,BEECHCROFT CT,BEECHCROFT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0341-00,BIDDINGER CT,BIDDINGER|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0027-0343-00,BIDDINGER CT,BIDDINGER|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0160-0032-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0160-0056-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0160-0057-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0160-0058-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0026-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0036-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0037-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0038-00,BOOKER T WASHINGTON CR,BOOKER|T|WASHINGTON|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
105-0001-0304-00,BOWMAN TE,BOWMAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0053-00,BRIDGE POINT DR,BRIDGE|POINT|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0187-00,BRIDGE POINT DR,BRIDGE|POINT|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0188-00,BRIDGE POINT DR,BRIDGE|POINT|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0189-00,BRIDGE POINT DR,BRIDGE|POINT|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0190-00,BRIDGE POINT DR,BRIDGE|POINT|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0076-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0114-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0116-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0136-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0010-0267-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0010-0268-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0010-0269-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0010-0298-00,BRIDGE POINT PASS,BRIDGE|POINT|PASS|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0156-00,BRIGADE CT,BRIGADE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
075-0002-0254-00,BROADWAY,BROADWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
079-0004-0299-00,BROADWAY,BROADWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
084-0003-0202-00,BROADWAY,BROADWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
084-0003-0203-00,BROADWAY,BROADWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
084-0003-0204-00,BROADWAY,BROADWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0016-00,BROOKLYN ST,BROOKLYN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0017-00,BROOKLYN ST,BROOKLYN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0019-00,BROOKLYN ST,BROOKLYN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0029-00,BROOKLYN ST,BROOKLYN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0030-00,BROOKLYN ST,BROOKLYN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
036-0006-0026-00,BROTHERTON CT,BROTHERTON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0151-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0152-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0168-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0175-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0170-0176-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0248-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0249-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0250-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0007-0253-00,BRUNSMAN WY,BRUNSMAN|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
228-0004-0114-00,BUDDLEIA CT,BUDDLEIA|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
551-0003-0416-00,CAMVIC TE,CAMVIC|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
049-0001-0047-00,CANYON OAK CT,CANYON|OAK|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0023-0009-00,CARILLON BV,CARILLON|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0023-0011-00,CARILLON BV,CARILLON|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0023-0012-00,CARILLON BV,CARILLON|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0023-0013-00,CARILLON BV,CARILLON|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0040-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0041-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0042-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0043-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0044-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0046-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0049-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0050-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0051-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0054-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0055-0055-00,CARNOUSTIE CT,CARNOUSTIE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0110-0241-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0101-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0120-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0125-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0131-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0133-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0142-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0111-0293-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0112-0150-00,CARPENTERS RUN,CARPENTERS|RUN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0260-0518-00,CASTLEBRIDGE CT,CASTLEBRIDGE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0103-0170-00,CASTLEBROOK CT,CASTLEBROOK|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0026-0379-00,CAVANAUGH,CAVANAUGH|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0120-0978-00,CEDARBLUFF CT,CEDARBLUFF|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0120-0979-00,CEDARBLUFF CT,CEDARBLUFF|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0120-1023-00,CEDARBLUFF CT,CEDARBLUFF|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
237-0003-0086-00,CENTER HILL AVE,CENTER|HILL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
237-0003-0124-00,CENTER HILL AVE,CENTER|HILL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
239-0004-0004-00,CENTER HILL AVE,CENTER|HILL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
239-0004-0006-00,CENTER HILL AVE,CENTER|HILL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
096-0003-0139-00,CENTRAL PKWY,CENTRAL|PKWY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
189-0019-0031-90,CENTRAL PKWY,CENTRAL|PKWY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
189-0019-0194-00,CENTRAL PKWY,CENTRAL|PKWY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
189-0021-0065-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
189-0023-0191-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
190-0025-0049-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
190-0026-0109-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
190-0026-0111-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
190-0027-0168-00,CENTRAL PW,CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
592-0004-0325-00,CENTRAL TE,CENTRAL|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
599-0020-0090-00,CENTURY BV,CENTURY|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0023-0272-00,CHAMPION WY,CHAMPION|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0023-0273-00,CHAMPION WY,CHAMPION|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0110-0559-00,CHARLIES WY,CHARLIES|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0110-0577-00,CHARLIES WY,CHARLIES|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
208-0068-0126-00,CHARWOOD CT,CHARWOOD|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
592-0022-0141-00,CHATHAM CT,CHATHAM|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
592-0021-0050-90,CHISHOLM TL,CHISHOLM|TL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0103-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0104-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0105-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0108-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0111-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0112-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0113-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0114-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
177-0036-0120-00,CITYSCAPE WEST DR,CITYSCAPE|WEST|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0016-0246-00,CLAYTON CT,CLAYTON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0032-0310-00,CLOVERHILL TE,CLOVERHILL|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0012-0096-00,COLEBERRY CT,COLEBERRY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0012-0109-00,COLEBERRY CT,COLEBERRY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
572-0013-0125-00,COLEMAN CT,COLEMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
016-0001-0030-00,COLUMBIA PW,COLUMBIA|PW|_EOS_,StreetName|StreetNamePostType|EOS,
024-0001-0010-90,COLUMBIA PW,COLUMBIA|PW|_EOS_,StreetName|StreetNamePostType|EOS,
046-0A01-0177-00,COLUMBIA PW,COLUMBIA|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
063-0001-0051-00,COLUMBIA PW,COLUMBIA|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
064-0003-0068-00,COLUMBIA PW,COLUMBIA|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
064-0003-0069-00,COLUMBIA PW,COLUMBIA|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
